,product_id,current_price,rating_score,review_count,total_sold,promotion_content,is_promotion,gender,price_segment,category,title
429,BOOK_430,160300,3.1,6,58,,0,,phân khúc phổ thông,books,những đòn tâm lý trong thuyết phục
430,BOOK_431,49500,4.3,85,690,,0,,phân khúc giá rẻ,books,câu hỏi là câu trả lời
431,BOOK_432,102000,5.0,40,237,,0,,phân khúc phổ thông,books,làm sao học ít hiểu nhiều?
432,BOOK_433,86000,4.4,64,522,,0,,phân khúc giá rẻ,books,minh triết trong đời sống
433,BOOK_434,71760,4.2,8,74,,0,,phân khúc giá rẻ,books,chiến thắng con quỷ trong bạn
434,BOOK_435,68500,3.0,59,482,,0,,phân khúc giá rẻ,books,quẳng gánh lo đi và vui sống
435,BOOK_436,89000,3.7,36,298,,0,,phân khúc giá rẻ,books,kỹ năng giao tiếp đỉnh cao
436,BOOK_437,140000,4.9,56,458,,0,,phân khúc phổ thông,books,góc nhìn aq những góc nhìn khác về cuộc sống đa chiều phản biện sâu sắc
437,BOOK_438,126750,3.4,96,778,,0,,phân khúc phổ thông,books,những mô hình tư duy vĩ đại hiểu đơn giản hệ thống toán học để giải quyết mọi vấn đề trong cuộc sống
438,BOOK_439,94250,5.0,32,266,,0,,phân khúc giá rẻ,books,đánh thức bản năng học tập phi thường trong bạn phương pháp thao túng não bộ để học tập nhàn tênh nhưng vẫn không ngừng tiến bộ
439,BOOK_440,63500,3.4,26,218,,0,,phân khúc giá rẻ,books,cẩm nang phòng chống quấy rối tình dục
440,BOOK_441,68000,4.5,16,138,,0,,phân khúc giá rẻ,books,45 giây tạo nên thay đổi: thấu hiểu tiếp thị mạng lưới
441,BOOK_442,168000,4.6,96,778,,0,,phân khúc phổ thông,books,thuật nhìn người
442,BOOK_443,64500,4.1,79,642,,0,,phân khúc giá rẻ,books,đắc nhân tâm
443,BOOK_444,68500,4.8,70,570,,0,,phân khúc giá rẻ,books,đắc nhân tâm
444,BOOK_445,157000,3.9,74,602,,0,,phân khúc phổ thông,books,làm chủ bình minh sống đời xuất chúng
445,BOOK_446,58500,4.4,81,658,,0,,phân khúc giá rẻ,books,buông bỏ nghiệp nóng giận
446,BOOK_447,115500,4.5,10,90,,0,,phân khúc phổ thông,books,lười một lần lười bằng mười thang thuốc bổ
447,BOOK_448,101000,3.5,38,314,,0,,phân khúc phổ thông,books,the one thing điều ý nghĩa nhất
448,BOOK_449,125500,3.7,75,610,,0,,phân khúc phổ thông,books,healing ancestral karma hóa giải nghiệp quả tổ tiên
449,BOOK_450,80500,4.8,83,674,,0,,phân khúc giá rẻ,books,thuật tư tưởng
450,BOOK_451,62000,4.8,33,356,,0,,phân khúc giá rẻ,books,thực hành 7 thói quen của bạn trẻ thành đạt
451,BOOK_452,111500,3.8,55,450,,0,,phân khúc phổ thông,books,chủ nghĩa khắc kỷ phong cách sống bản lĩnh và bình thản
452,BOOK_453,76500,4.7,61,498,,0,,phân khúc giá rẻ,books,cái dũng của thánh nhân
453,BOOK_454,70560,5.0,57,466,,0,,phân khúc giá rẻ,books,combo học cho ai? học để làm gì?: tập 1 tập 2 bộ 2 tập
454,BOOK_455,129500,4.5,30,250,,0,,phân khúc phổ thông,books,38 lá thư rockefeller gửi cho con trai
455,BOOK_456,92500,4.5,56,458,,0,,phân khúc giá rẻ,books,thần số học: thấu hiểu nhân tâm
456,BOOK_457,136000,4.3,40,330,,0,,phân khúc phổ thông,books,lựa chọn đúng quan trọng hơn nỗ lực
457,BOOK_458,94000,4.4,22,186,,0,,phân khúc giá rẻ,books,bên rặng tuyết sơn
458,BOOK_459,66500,4.7,55,450,,0,,phân khúc giá rẻ,books,tâm sức mạnh khiến cuộc đời như mình mong muốn
459,BOOK_460,166500,3.4,80,650,,0,,phân khúc phổ thông,books,combo sách đọc vị bất kỳ ai khéo ăn nói sẽ có được thiên hạ bộ 2 cuốn
460,BOOK_461,74000,3.1,31,258,,0,,phân khúc giá rẻ,books,manifest thực hành mở khóa tiềm năng vô hạn của bạn
461,BOOK_462,288120,4.3,73,594,,0,,phân khúc phổ thông,books,combo sách mba thực chiến mba bằng hình the visual mba bộ 2 cuốn
462,BOOK_463,78000,4.7,36,298,,0,,phân khúc giá rẻ,books,7 chiến lược để sống sung túc và hạnh phúc
463,BOOK_464,118300,4.0,26,218,,0,,phân khúc phổ thông,books,phi lý trí
464,BOOK_465,87000,5.0,21,318,,0,,phân khúc giá rẻ,books,tuổi 20 những năm tháng quyết định cuộc đời bạn
465,BOOK_466,176250,3.1,5,50,,0,,phân khúc phổ thông,books,vẻ đẹp của cảnh sắc tầm thường hay vì sao chúng ta cần thay đổi cách thưởng thức thiên nhiên?
466,BOOK_467,126000,3.6,100,810,,0,,phân khúc phổ thông,books,siêu trí nhớ
467,BOOK_468,81500,4.5,44,362,,0,,phân khúc giá rẻ,books,học tĩnh trong một thế giới ồn ào
468,BOOK_469,128000,4.4,9,82,,0,,phân khúc phổ thông,books,bách trí minh đạo tu dưỡng bản thân cách sống của người quân tử
469,BOOK_470,89000,4.1,42,346,,0,,phân khúc giá rẻ,books,đơn thuốc tăng đề kháng stress the stress prescription
470,BOOK_471,144000,4.0,96,778,,0,,phân khúc phổ thông,books,nếu thiên đường là đây
471,BOOK_472,78000,4.6,5,50,,0,,phân khúc giá rẻ,books,trải nghiệm sức mạnh hiện tại
472,BOOK_473,71000,4.1,31,258,,0,,phân khúc giá rẻ,books,sổ tay tâm lý học 100 khám phá cơ bản về tâm trí con người
473,BOOK_474,128000,4.3,64,522,,0,,phân khúc phổ thông,books,bách trí minh đạo trí tuệ xử thế làm nên đại sự
474,BOOK_475,128000,4.6,41,338,,0,,phân khúc phổ thông,books,bách trí minh đạo sống đơn giản cội nguồn của tâm an
475,BOOK_476,175000,4.0,70,570,,0,,phân khúc phổ thông,books,same as ever quy luật bất biến về bản chất con người và tâm lý làm giàu
476,BOOK_477,89000,4.9,39,322,,0,,phân khúc giá rẻ,books,trên đường băng
477,BOOK_478,60450,4.6,100,810,,0,,phân khúc giá rẻ,books,cái tôi chưa khai phá
478,BOOK_479,136000,4.7,45,370,,0,,phân khúc phổ thông,books,lựa chọn đúng quan trọng hơn nỗ lực
479,BOOK_480,94000,3.8,70,570,,0,,phân khúc giá rẻ,books,bên rặng tuyết sơn
480,BOOK_481,66500,4.7,52,426,,0,,phân khúc giá rẻ,books,tâm sức mạnh khiến cuộc đời như mình mong muốn
481,BOOK_482,166500,3.3,99,802,,0,,phân khúc phổ thông,books,combo sách đọc vị bất kỳ ai khéo ăn nói sẽ có được thiên hạ bộ 2 cuốn
482,BOOK_483,74000,4.9,65,530,,0,,phân khúc giá rẻ,books,manifest thực hành mở khóa tiềm năng vô hạn của bạn
483,BOOK_484,288120,4.5,15,130,,0,,phân khúc phổ thông,books,combo sách mba thực chiến mba bằng hình the visual mba bộ 2 cuốn
484,BOOK_485,78000,4.2,98,794,,0,,phân khúc giá rẻ,books,7 chiến lược để sống sung túc và hạnh phúc
485,BOOK_486,118300,4.0,77,626,,0,,phân khúc phổ thông,books,phi lý trí
486,BOOK_487,87000,5.0,17,303,,0,,phân khúc giá rẻ,books,tuổi 20 những năm tháng quyết định cuộc đời bạn
487,BOOK_488,176250,4.3,61,498,,0,,phân khúc phổ thông,books,vẻ đẹp của cảnh sắc tầm thường hay vì sao chúng ta cần thay đổi cách thưởng thức thiên nhiên?
488,BOOK_489,126000,4.2,17,146,,0,,phân khúc phổ thông,books,siêu trí nhớ
489,BOOK_490,142500,5.0,39,322,,0,,phân khúc phổ thông,books,tìm mình trong thế giới hậu tuổi thơ
490,BOOK_491,81500,4.5,87,706,,0,,phân khúc giá rẻ,books,học tĩnh trong một thế giới ồn ào
491,BOOK_492,134000,4.3,6,58,,0,,phân khúc phổ thông,books,dám nghĩ lại
492,BOOK_493,210240,4.0,84,682,,0,,phân khúc phổ thông,books,eq đỉnh cao emotional intelligence habits thay đổi thói quen làm chủ cuộc đời
493,BOOK_494,135000,4.8,57,466,,0,,phân khúc phổ thông,books,mặt dày tâm đen
494,BOOK_495,119000,4.0,96,778,,0,,phân khúc phổ thông,books,nỗ lực từng chút ngòi bút nở hoa
495,BOOK_496,72000,3.4,97,786,,0,,phân khúc giá rẻ,books,nghĩ thiện để cuộc đời và công việc viên mãn
496,BOOK_497,84000,4.0,31,258,,0,,phân khúc giá rẻ,books,thái căn đàm tinh hoa đối nhân xử thế của cổ nhân
497,BOOK_498,59000,4.7,7,66,,0,,phân khúc giá rẻ,books,dẫu bình thường bạn vẫn là “phiên bản giới hạn” trích dẫn song ngữ trung việt có phiên âm
498,BOOK_499,135320,4.2,85,690,,0,,phân khúc phổ thông,books,chatter trò chuyện với chính mình
499,BOOK_500,46000,4.6,19,162,,0,,phân khúc giá rẻ,books,chicken soup for the soul tình yêu thương gia đình
500,BOOK_501,86000,4.5,30,107,,0,,phân khúc giá rẻ,books,bài học diệu kỳ từ chiếc xe rác
501,BOOK_502,94375,3.7,94,762,,0,,phân khúc giá rẻ,books,lòng tốt của bạn cần thêm đôi phần sắc sảo
502,BOOK_503,83200,3.6,5,50,,0,,phân khúc giá rẻ,books,tâm sự về tình yêu những lời khuyên về tình yêu tình bạn gia đình và bản thân
503,BOOK_504,104000,4.9,85,690,,0,,phân khúc phổ thông,books,điềm tĩnh và nóng giận
504,BOOK_505,88500,4.1,34,282,,0,,phân khúc giá rẻ,books,thuyết dương mưu
505,BOOK_506,89000,4.9,88,714,,0,,phân khúc giá rẻ,books,cân bằng cảm xúc cả lúc bão giông
506,BOOK_507,153000,4.8,17,146,,0,,phân khúc phổ thông,books,cẩm nang tư duy phản biện và lập luận hiệu quả
507,BOOK_508,88500,4.5,9,82,,0,,phân khúc giá rẻ,books,thuyết âm mưu
508,BOOK_509,152220,4.3,70,570,,0,,phân khúc phổ thông,books,combo sách thuyết dương mưu thuyết âm mưu bộ 2 cuốn
509,BOOK_510,89000,4.2,96,778,,0,,phân khúc giá rẻ,books,đơn thuốc tăng đề kháng stress the stress prescription
510,BOOK_511,128000,4.9,73,594,,0,,phân khúc phổ thông,books,bách trí minh đạo tu dưỡng bản thân cách sống của người quân tử
511,BOOK_512,144000,3.0,13,114,,0,,phân khúc phổ thông,books,nếu thiên đường là đây
512,BOOK_513,78000,3.9,88,714,,0,,phân khúc giá rẻ,books,trải nghiệm sức mạnh hiện tại
513,BOOK_514,71000,4.2,58,474,,0,,phân khúc giá rẻ,books,sổ tay tâm lý học 100 khám phá cơ bản về tâm trí con người
514,BOOK_515,128000,4.3,38,314,,0,,phân khúc phổ thông,books,bách trí minh đạo trí tuệ xử thế làm nên đại sự
515,BOOK_516,128000,3.9,16,138,,0,,phân khúc phổ thông,books,bách trí minh đạo sống đơn giản cội nguồn của tâm an
516,BOOK_517,81500,3.4,59,482,,0,,phân khúc giá rẻ,books,học tĩnh trong một thế giới ồn ào
517,BOOK_518,142500,3.7,72,586,,0,,phân khúc phổ thông,books,tìm mình trong thế giới hậu tuổi thơ
518,BOOK_519,134000,3.9,41,338,,0,,phân khúc phổ thông,books,dám nghĩ lại
519,BOOK_520,59500,4.8,32,91,,0,,phân khúc giá rẻ,books,ngày xưa có một con bò
520,BOOK_521,54000,4.9,37,306,,0,,phân khúc giá rẻ,books,ai lấy miếng pho mát của tôi
521,BOOK_522,74000,3.4,49,402,,0,,phân khúc giá rẻ,books,sổ tay điềm tĩnh & nóng giận
522,BOOK_523,95000,4.8,31,360,,0,,phân khúc giá rẻ,books,dấn thân
523,BOOK_524,198000,4.0,46,378,,0,,phân khúc phổ thông,books,hạt giống tâm hồn bản giao hưởng cuộc sống
524,BOOK_525,134000,5.0,73,594,,0,,phân khúc phổ thông,books,tư duy hình ảnh visual thinking
525,BOOK_526,143000,4.8,95,770,,0,,phân khúc phổ thông,books,lý thuyết trò chơi
526,BOOK_527,92500,4.0,66,538,,0,,phân khúc giá rẻ,books,ho’oponopono: sống như người hawaii chấp nhận biết ơn và tha thứ
527,BOOK_528,103000,4.8,76,618,,0,,phân khúc phổ thông,books,nghệ thuật tư duy phản biện
528,BOOK_529,91500,4.8,24,493,,0,,phân khúc giá rẻ,books,lòng tốt của bạn cần thêm đôi phần sắc sảo
529,BOOK_530,94000,4.2,80,650,,0,,phân khúc giá rẻ,books,đường mây qua xứ tuyết
530,BOOK_531,144000,4.5,48,394,,0,,phân khúc phổ thông,books,enegy rising năng lượng cảm xúc
531,BOOK_532,156000,4.9,37,306,,0,,phân khúc phổ thông,books,rèn luyện kỹ năng linh hoạt
532,BOOK_533,130000,3.1,54,442,,0,,phân khúc phổ thông,books,tốt bụng có nguyên tắc tử tế có bản lĩnh tinh hoa ứng xử từ 2500 năm kinh điển đông phương
533,BOOK_534,263000,4.3,43,354,,0,,phân khúc phổ thông,books,outlive khoa học và nghệ thuật sống trường thọ
534,BOOK_535,104000,3.5,100,810,,0,,phân khúc phổ thông,books,năng lực quản lý cảm xúc chìa khóa tạo ra sức mạnh tinh thần của người thành công
535,BOOK_536,76500,3.6,34,282,,0,,phân khúc giá rẻ,books,kĩ năng vàng cho teen thế kỉ 21 bí kíp quản lí thời gian
536,BOOK_537,118000,4.1,11,98,,0,,phân khúc phổ thông,books,lối sống tối giản của người nhật
537,BOOK_538,291550,4.5,49,402,,0,,phân khúc phổ thông,books,combo sách con đường chẳng mấy ai đi flow dòng chảy bộ 2 cuốn
538,BOOK_539,170000,4.4,71,578,,0,,phân khúc phổ thông,books,cội nguồn trí tuệ cảm xúc giải mã vũ trụ bên trong bạn
539,BOOK_540,119000,4.8,44,362,,0,,phân khúc phổ thông,books,nghệ thuật phát triển bản thân
540,BOOK_541,108500,4.2,41,338,,0,,phân khúc phổ thông,books,không phải sói nhưng cũng đừng là cừu
541,BOOK_542,171000,4.2,87,706,,0,,phân khúc phổ thông,books,âm thanh của sắc màu
542,BOOK_543,332100,3.6,50,410,,0,,phân khúc phổ thông,books,khoa học về thành công
543,BOOK_544,293000,4.7,19,162,,0,,phân khúc phổ thông,books,huyễn tưởng về bình thường sang chấn tâm lý bệnh tật và chữa lành trong một nền văn hóa độc hại
544,BOOK_545,88500,4.3,30,250,,0,,phân khúc giá rẻ,books,100 danh ngôn của alfred adler giúp bạn thay đổi bản thân ngay lập tức
545,BOOK_546,126000,5.0,10,150,,0,,phân khúc phổ thông,books,hạt giống tâm hồn tâm hồn cao thượng
546,BOOK_547,203000,4.8,56,458,,0,,phân khúc phổ thông,books,khoa học về thành công
547,BOOK_548,69000,4.5,85,690,,0,,phân khúc giá rẻ,books,sự kỳ diệu của lòng biết ơn
548,BOOK_549,111000,3.7,79,642,,0,,phân khúc phổ thông,books,mưu hèn kế bẩn nơi công sở nghệ thuật nhận biết và phòng tránh tiểu nhân trong công việc
549,BOOK_550,94375,3.8,65,530,,0,,phân khúc giá rẻ,books,cẩm nang bé gái tuổi dậy thì quyển
550,BOOK_551,54000,3.0,28,234,,0,,phân khúc giá rẻ,books,cẩm nang con trai
551,BOOK_552,104000,4.8,60,490,,0,,phân khúc phổ thông,books,luật tập trung càng tập trung càng phát triển
552,BOOK_553,92500,3.6,93,754,,0,,phân khúc giá rẻ,books,bí mật của nước
553,BOOK_554,86000,4.5,66,538,,0,,phân khúc giá rẻ,books,đắc nhân tâm
554,BOOK_555,153000,4.3,43,354,,0,,phân khúc phổ thông,books,chó sủa nhầm cây tại sao những gì ta biết về thành công có khi lại sai
555,BOOK_556,176000,4.4,25,210,,0,,phân khúc phổ thông,books,chữa lành những sang chấn tuổi thơ
556,BOOK_557,280000,5.0,27,195,,0,,phân khúc phổ thông,books,sang chấn tâm lý hiểu để chữa lành
557,BOOK_558,75000,4.7,69,562,,0,,phân khúc giá rẻ,books,thực hành kiểm soát tâm trí làm chủ hội chứng rối loạn lo âu
558,BOOK_559,88400,4.5,94,762,,0,,phân khúc giá rẻ,books,hiểu mình chọn nghề
559,BOOK_560,160000,3.2,52,426,,0,,phân khúc phổ thông,books,trị liệu bằng nước đá
560,BOOK_561,106000,5.0,13,315,,0,,phân khúc phổ thông,books,tiền không mua được gì?
561,BOOK_562,144000,4.4,7,66,,0,,phân khúc phổ thông,books,khách hàng thật sự cần gì?
562,BOOK_563,227500,3.9,56,458,,0,,phân khúc phổ thông,books,đạo đức học
563,BOOK_564,186500,4.8,78,634,,0,,phân khúc phổ thông,books,combo sách ba người thầy vĩ đại nhà lãnh đạo không chức danh bộ 2 cuốn
564,BOOK_565,81600,3.6,57,466,,0,,phân khúc giá rẻ,books,giá trị của sự tử tế
565,BOOK_566,52000,4.7,47,386,,0,,phân khúc giá rẻ,books,sống có giá trị cha là bóng cả đời con
566,BOOK_567,84000,4.7,66,538,,0,,phân khúc giá rẻ,books,đến new zealand đón bình minh mới
567,BOOK_568,89000,4.4,37,306,,0,,phân khúc giá rẻ,books,nghệ thuật kể chuyện cho trẻ em
568,BOOK_569,117000,3.9,70,570,,0,,phân khúc phổ thông,books,read this if you want to take great photographs không đọc sách này chụp xấu đừng buồn!
569,BOOK_570,81500,3.2,36,298,,0,,phân khúc giá rẻ,books,nghệ thuật manifest đỉnh cao 7 bí thuật giúp nâng cao tần số rung động tức thì và làm chủ năng lượng của bạn
570,BOOK_571,134000,5.0,16,51,,0,,phân khúc phổ thông,books,đánh thức con người phi thường trong bạn
571,BOOK_572,134000,4.9,42,346,,0,,phân khúc phổ thông,books,osho hiểu đường đến tự do
572,BOOK_573,109200,4.6,19,162,,0,,phân khúc phổ thông,books,tử huyệt cảm xúc
573,BOOK_574,35000,4.6,33,274,,0,,phân khúc giá rẻ,books,cách để trở thành học sinh giỏi
574,BOOK_575,68000,3.7,41,338,,0,,phân khúc giá rẻ,books,để vũ trụ cùng bạn quyết định lời chỉ dẫn của vũ trụ
575,BOOK_576,159500,4.7,68,554,,0,,phân khúc phổ thông,books,the let them theory thuyết mặc kệ họ
576,BOOK_577,168000,4.5,56,458,,0,,phân khúc phổ thông,books,đại dương đen
577,BOOK_578,162000,3.7,74,602,,0,,phân khúc phổ thông,books,bản đồ về ý thức giải mã trường năng lượng khai phá sức mạnh phi thường trong con người bạn
578,BOOK_579,176000,3.3,27,226,,0,,phân khúc phổ thông,books,the mindful body sức mạnh tâm trí chìa khóa chăm sóc sức khỏe từ bên trong
579,BOOK_580,78000,4.5,70,570,,0,,phân khúc giá rẻ,books,ping giải cứu vườn địa đàng
580,BOOK_581,75500,4.5,29,236,,0,,phân khúc giá rẻ,books,luật hấp dẫn
581,BOOK_582,148000,4.7,95,770,,0,,phân khúc phổ thông,books,combo sách sổ tay điềm tĩnh và nóng giận nghệ thuật không nổi giận bộ 2 cuốn
582,BOOK_583,135000,4.6,21,178,,0,,phân khúc phổ thông,books,tư duy hệ thống nền tảng biến những điều phức tạp thành đơn giản
583,BOOK_584,68000,3.5,9,82,,0,,phân khúc giá rẻ,books,khuyến học
584,BOOK_585,122000,4.3,29,242,,0,,phân khúc phổ thông,books,cẩm nang bé gái tuổi dậy thì quyển 1 160 câu hỏi đáp về sinh lí bạn gái tuổi dậy thì
585,BOOK_586,127500,3.4,52,426,,0,,phân khúc phổ thông,books,nghĩ như hoàng đế la mã: triết lý khắc kỷ của marcus aurelius
586,BOOK_587,55000,4.4,75,610,,0,,phân khúc giá rẻ,books,bạn chỉ sống có một lần
587,BOOK_588,44000,4.6,49,402,,0,,phân khúc giá rẻ,books,nhật ký trưởng thành của đứa trẻ ngoan việc của mình tự mình làm
588,BOOK_589,332100,4.1,55,450,,0,,phân khúc phổ thông,books,khoa học về thành công
589,BOOK_590,111000,4.2,34,282,,0,,phân khúc phổ thông,books,mưu hèn kế bẩn nơi công sở nghệ thuật nhận biết và phòng tránh tiểu nhân trong công việc
590,BOOK_591,126000,5.0,12,63,,0,,phân khúc phổ thông,books,hạt giống tâm hồn tâm hồn cao thượng
591,BOOK_592,203000,4.3,26,218,,0,,phân khúc phổ thông,books,khoa học về thành công
592,BOOK_593,69000,4.7,34,282,,0,,phân khúc giá rẻ,books,sự kỳ diệu của lòng biết ơn
593,BOOK_594,86000,5.0,12,106,,0,,phân khúc giá rẻ,books,đắc nhân tâm
594,BOOK_595,153000,4.3,6,58,,0,,phân khúc phổ thông,books,chó sủa nhầm cây tại sao những gì ta biết về thành công có khi lại sai
595,BOOK_596,94375,3.4,72,586,,0,,phân khúc giá rẻ,books,cẩm nang bé gái tuổi dậy thì quyển
596,BOOK_597,54000,4.1,83,674,,0,,phân khúc giá rẻ,books,cẩm nang con trai
597,BOOK_598,104000,3.5,72,586,,0,,phân khúc phổ thông,books,luật tập trung càng tập trung càng phát triển
598,BOOK_599,92500,3.2,82,666,,0,,phân khúc giá rẻ,books,bí mật của nước
599,BOOK_600,280000,5.0,11,192,,0,,phân khúc phổ thông,books,sang chấn tâm lý hiểu để chữa lành
600,BOOK_601,216000,4.1,34,282,,0,,phân khúc phổ thông,books,ứng dụng ai vào doanh nghiệp những bài giảng của giáo tiến về nhân tố thay đổi cuộc chơi trong kỉ nguyên mới
601,BOOK_602,84000,3.6,66,538,,0,,phân khúc giá rẻ,books,biến mọi thứ thành tiền make money
602,BOOK_603,86000,3.7,9,82,,0,,phân khúc giá rẻ,books,bí mật tư duy triệu phú
603,BOOK_604,84000,4.3,78,634,,0,,phân khúc giá rẻ,books,biến mọi thứ thành tiền quyển 2 ứng dụng tư duy tạo ra tiền giúp bạn thành công giàu có và hạnh phúc
604,BOOK_605,200200,4.6,22,186,,0,,phân khúc phổ thông,books,13 bài giảng của giáo tiến về quản trị và lãnh đạo
605,BOOK_606,169000,4.1,14,122,,0,,phân khúc phổ thông,books,kế toán vỉa hè thực hành báo cáo tài chính căn bản từ quầy bán nước chanh
606,BOOK_607,98000,3.6,91,738,,0,,phân khúc giá rẻ,books,báo cáo tài chính dưới góc nhìn của warren buffett
607,BOOK_608,166000,4.9,93,754,,0,,phân khúc phổ thông,books,không bao giờ là thất bại! tất cả là thử thách
608,BOOK_609,102000,4.5,29,242,,0,,phân khúc phổ thông,books,lên đỉnh núi mở tiệm bánh mì triết lí wazawaza những con người hạnh phúc 2 loại bánh mì và doanh thu thường niên 300 triệu yên
609,BOOK_610,78000,4.8,25,277,,0,,phân khúc giá rẻ,books,người giàu có nhất thành babylon
610,BOOK_611,159250,3.5,50,410,,0,,phân khúc phổ thông,books,lời thú tội của một sát thủ kinh tế
611,BOOK_612,150000,4.6,85,690,,0,,phân khúc phổ thông,books,tài chính cá nhân dành cho người việt nam
612,BOOK_613,454000,4.4,72,586,,0,,phân khúc phổ thông,books,youtube thực chiến phải kiếm ra tiền
613,BOOK_614,151000,4.6,83,674,,0,,phân khúc phổ thông,books,mba bằng hình the visual mba
614,BOOK_615,168000,3.2,19,162,,0,,phân khúc phổ thông,books,combo sách biến mọi thứ thành tiền make money quyển 1 quyển 2 bộ 2 cuốn
615,BOOK_616,170000,4.5,41,89,,0,,phân khúc phổ thông,books,48 nguyên tắc chủ chốt của quyền lực
616,BOOK_617,154000,3.9,87,706,,0,,phân khúc phổ thông,books,kiểm soát chi phí mua hàng và quản lí nhà cung cấp 2022
617,BOOK_618,110500,5.0,35,477,,0,,phân khúc phổ thông,books,từ tốt đến vĩ đại jim collins
618,BOOK_619,81600,3.9,21,178,,0,,phân khúc giá rẻ,books,kỹ năng bán hàng tuyệt đỉnh
619,BOOK_620,88000,4.7,41,191,,0,,phân khúc giá rẻ,books,nghĩ giàu & làm giàu
620,BOOK_621,169000,4.7,48,435,,0,,phân khúc phổ thông,books,cổ phiếu thường lợi nhuận phi thường
621,BOOK_622,127500,4.7,25,215,,0,,phân khúc phổ thông,books,dốc hết trái tim
622,BOOK_623,152000,4.9,66,538,,0,,phân khúc phổ thông,books,trò chơi của những kẻ hiểu luật
623,BOOK_624,118000,5.0,2,313,,0,,phân khúc phổ thông,books,người bán hàng vĩ đại nhất thế giới
624,BOOK_625,169000,4.7,23,220,,0,,phân khúc phổ thông,books,cổ phiếu thường lợi nhuận phi thường
625,BOOK_626,127500,4.7,44,253,,0,,phân khúc phổ thông,books,dốc hết trái tim
626,BOOK_627,200000,4.0,21,178,,0,,phân khúc phổ thông,books,quản trị bằng văn hóa cách thức kiến tạo và tái tạo văn hóa tổ chức
627,BOOK_628,280000,3.4,35,290,,0,,phân khúc phổ thông,books,trung quốc quản lý big tech và nền kinh tế như thế nào
628,BOOK_629,399500,4.9,28,234,,0,,phân khúc phổ thông,books,thống kê trong kinh tế và kinh doanh statistics for business and economics
629,BOOK_630,254000,4.3,84,682,,0,,phân khúc phổ thông,books,phân tích kỹ thuật trong thị trường tài chính
630,BOOK_631,85000,4.2,26,218,,0,,phân khúc giá rẻ,books,doanh nghiệp của thế kỷ 21
631,BOOK_632,89000,4.7,49,402,,0,,phân khúc giá rẻ,books,nhà lãnh đạo không chức danh
632,BOOK_633,191000,3.7,17,146,,0,,phân khúc phổ thông,books,ứng dụng ai trong đầu tư tài chính
633,BOOK_634,143000,4.7,88,714,,0,,phân khúc phổ thông,books,trò chơi của những kẻ thực dụng
634,BOOK_635,68000,4.8,71,578,,0,,phân khúc giá rẻ,books,dạy con làm giàu 01: để không có tiền vẫn tạo ra tiền
635,BOOK_636,92500,4.3,44,362,,0,,phân khúc giá rẻ,books,d trump nghệ thuật đàm phán
636,BOOK_637,134000,4.4,5,50,,0,,phân khúc phổ thông,books,làm điều quan trọng
637,BOOK_638,170000,4.2,85,690,,0,,phân khúc phổ thông,books,gã nghiện giày tự truyện của nhà sáng lập nike
638,BOOK_639,93500,3.7,84,682,,0,,phân khúc giá rẻ,books,không đến một bìa cam
639,BOOK_640,62000,5.0,9,82,,0,,phân khúc giá rẻ,books,22 quy luật bất biến trong marketing the 22 immutable laws of marketing
640,BOOK_641,119000,4.1,83,674,,0,,phân khúc phổ thông,books,tiếp thị 6 0 tương lai là toàn nhập marketing 6 0 the future is immersive
641,BOOK_642,120900,3.7,66,538,,0,,phân khúc phổ thông,books,tư duy chiến lược lý thuyết trò chơi thực hành
642,BOOK_643,186000,4.1,68,554,,0,,phân khúc phổ thông,books,trên đỉnh phố wall
643,BOOK_644,76000,4.2,45,370,,0,,phân khúc giá rẻ,books,phương pháp kaizen the kaizen way
644,BOOK_645,263500,3.4,23,194,,0,,phân khúc phổ thông,books,tại sao các quốc gia thất bại
645,BOOK_646,87000,3.0,67,546,,0,,phân khúc giá rẻ,books,chiến lược đầu tư vàng sinh lời
646,BOOK_647,123000,4.5,64,522,,0,,phân khúc phổ thông,books,dạy con làm giàu 02 sử dụng đồng vốn để được thoải mái về tiền bạc
647,BOOK_648,176000,4.4,36,298,,0,,phân khúc phổ thông,books,tính trước 5 bước
648,BOOK_649,119000,4.8,33,274,,0,,phân khúc phổ thông,books,tiếp thị 6 0 tương lai là toàn nhập marketing 6 0 the future is immersive
649,BOOK_650,62000,4.3,96,778,,0,,phân khúc giá rẻ,books,22 quy luật bất biến trong marketing the 22 immutable laws of marketing
650,BOOK_651,120900,3.2,53,434,,0,,phân khúc phổ thông,books,tư duy chiến lược lý thuyết trò chơi thực hành
651,BOOK_652,186000,4.0,13,114,,0,,phân khúc phổ thông,books,trên đỉnh phố wall
652,BOOK_653,76000,4.9,70,570,,0,,phân khúc giá rẻ,books,phương pháp kaizen the kaizen way
653,BOOK_654,123000,4.0,12,106,,0,,phân khúc phổ thông,books,dạy con làm giàu 02 sử dụng đồng vốn để được thoải mái về tiền bạc
654,BOOK_655,263500,4.9,70,570,,0,,phân khúc phổ thông,books,tại sao các quốc gia thất bại
655,BOOK_656,87000,3.5,8,74,,0,,phân khúc giá rẻ,books,chiến lược đầu tư vàng sinh lời
656,BOOK_657,176000,4.0,20,170,,0,,phân khúc phổ thông,books,tính trước 5 bước
657,BOOK_658,203000,4.5,47,386,,0,,phân khúc phổ thông,books,blue ocean strategy chiến lược đại dương xanh
